"","Id","Grupo","Edad","Sexo","Dedica_AP1","Dedica_DPyR1","ConPrevio","items","responses"
"592",132,2,20,0,0,0,1,"p31",0
"593",228,2,19,0,0,1,0,"p31",0
"594",71,1,18,0,1,1,0,"p31",0
"595",297,3,19,0,1,1,0,"p31",0
"596",193,2,22,0,0,0,1,"p31",0
"597",5,1,24,0,0,0,1,"p31",0
"598",298,3,18,0,0,1,0,"p31",0
"599",302,3,18,0,1,1,0,"p31",0
"600",192,2,18,0,0,0,0,"p31",0
"601",189,2,18,0,0,1,0,"p31",0
"602",124,2,21,0,0,0,0,"p31",0
"603",112,1,18,0,1,1,0,"p31",0
"604",133,2,22,1,0,0,1,"p31",0
"605",261,3,20,1,1,0,1,"p31",0
"606",216,2,18,0,0,0,0,"p31",0
"607",33,1,19,0,1,0,0,"p31",0
"608",53,1,19,0,0,0,0,"p31",0
"609",248,3,21,0,1,0,1,"p31",0
"610",52,1,19,0,0,0,0,"p31",0
"611",102,1,19,0,1,1,0,"p31",0
"612",81,1,19,0,0,0,0,"p31",0
"613",199,2,19,0,0,0,0,"p31",0
"614",74,1,19,0,1,0,0,"p31",0
"615",322,3,19,0,0,0,0,"p31",0
"616",85,1,21,0,1,0,1,"p31",0
"617",327,3,23,1,0,0,1,"p31",0
"618",75,1,19,0,1,1,0,"p31",0
"619",277,3,19,0,1,1,0,"p31",0
"620",13,1,20,1,1,0,1,"p31",0
"621",225,2,19,0,0,1,0,"p31",0
"622",149,2,21,0,0,0,1,"p31",0
"623",70,1,19,0,1,1,1,"p31",0
"624",229,2,18,0,0,0,0,"p31",0
"625",324,3,18,0,1,1,0,"p31",0
"626",283,3,19,0,1,0,0,"p31",0
"627",221,2,19,0,0,1,0,"p31",0
"628",213,2,19,0,1,1,0,"p41",1
"629",117,1,19,0,1,1,0,"p41",1
"630",336,3,19,0,1,1,0,"p41",1
"631",101,1,19,0,0,1,0,"p41",1
"632",312,3,19,0,1,1,0,"p41",1
"633",23,1,19,0,1,1,0,"p41",1
"634",306,3,19,0,1,1,0,"p41",1
"635",58,1,18,0,1,1,0,"p41",1
"636",3,1,24,1,1,0,1,"p41",0
"637",264,3,19,1,0,0,1,"p41",0
"638",187,2,19,0,0,0,0,"p41",1
"639",251,3,20,0,1,1,0,"p41",1
"640",65,1,19,0,1,1,0,"p41",1
"641",235,3,26,0,0,0,1,"p41",0
"642",72,1,19,0,0,0,0,"p41",0
"643",114,1,19,0,0,0,0,"p41",0
"644",272,3,19,0,1,1,0,"p41",1
"645",233,2,19,0,0,1,0,"p41",1
"646",249,3,20,0,0,0,1,"p41",1
"647",319,3,19,0,1,1,0,"p41",1
"648",63,1,18,0,1,1,0,"p41",1
"649",217,2,19,0,0,1,0,"p41",1
"650",79,1,18,0,1,1,0,"p41",1
"651",73,1,19,0,1,0,0,"p41",1
"652",196,2,19,0,0,0,0,"p41",1
"653",43,1,19,0,0,0,0,"p41",0
"654",104,1,19,0,1,1,0,"p41",1
"655",59,1,18,0,1,0,0,"p41",1
"656",211,2,18,0,1,1,0,"p41",1
"657",151,2,20,1,0,0,1,"p41",1
"658",294,3,20,1,0,0,1,"p41",1
"659",242,3,22,1,0,0,0,"p41",1
"660",287,3,19,0,0,0,0,"p41",0
"661",37,1,19,0,1,0,0,"p41",1
"662",300,3,19,0,1,1,0,"p41",1
"663",183,2,19,0,1,1,0,"p41",1
"664",308,3,19,0,1,1,0,"p41",1
"665",100,1,18,0,1,1,0,"p41",1
"666",11,1,22,1,1,1,0,"p41",1
"667",160,2,19,0,0,0,0,"p41",1
"668",32,1,19,0,0,0,0,"p41",0
"669",203,2,18,0,0,1,0,"p41",1
"670",62,1,19,0,1,1,0,"p41",1
"671",181,2,18,0,0,1,0,"p41",1
"672",318,3,19,0,1,1,0,"p41",1
"673",139,2,21,1,0,1,1,"p41",1
"674",78,1,22,1,1,0,1,"p41",0
"675",129,2,20,1,0,1,1,"p41",1
"676",325,3,19,1,1,1,1,"p41",1
"677",87,1,18,0,1,1,0,"p41",1
"678",92,1,18,0,1,1,0,"p41",1
"679",49,1,19,0,1,1,0,"p41",1
"680",292,3,19,0,0,0,0,"p41",1
"681",18,1,21,1,1,1,1,"p41",1
"682",25,1,19,0,1,1,0,"p41",1
"683",95,1,19,0,1,1,0,"p41",1
"684",110,1,19,0,1,1,0,"p41",1
"685",91,1,18,0,1,1,0,"p41",1
"686",208,2,19,0,0,0,0,"p41",0
"687",167,2,19,0,0,0,0,"p41",1
"688",191,2,18,0,0,1,0,"p41",1
"689",171,2,19,0,0,1,0,"p41",1
"690",195,2,24,0,0,1,0,"p41",1
"691",263,3,21,1,0,0,1,"p41",1
"692",137,2,20,1,0,0,1,"p41",1
"693",226,2,18,0,1,1,0,"p41",1
"694",6,1,21,0,1,0,0,"p41",1
"695",316,3,20,1,1,1,1,"p41",1
"696",68,1,18,0,0,1,0,"p41",1
"697",212,2,19,0,1,1,0,"p41",1
"698",39,1,19,0,1,1,0,"p41",1
"699",286,3,19,0,1,0,0,"p41",0
"700",317,3,19,0,1,1,0,"p41",1
"701",206,2,19,0,1,1,0,"p41",1
"702",36,1,19,0,1,1,0,"p41",1
"703",10,1,20,0,1,1,0,"p41",1
"704",285,3,19,0,1,0,0,"p41",1
"705",331,3,19,1,1,1,1,"p41",1
"706",84,1,22,1,1,0,1,"p41",1
"707",46,1,19,0,1,0,0,"p41",0
"708",289,3,19,0,1,1,0,"p41",1
"709",118,1,18,0,1,1,0,"p41",1
"710",241,3,22,1,0,0,1,"p41",1
"711",198,2,20,1,0,1,1,"p41",1
"712",150,2,20,0,0,0,0,"p41",1
"713",227,2,19,0,0,1,0,"p41",1
"714",200,2,18,0,0,0,0,"p41",1
"715",274,3,19,0,1,1,0,"p41",1
"716",170,2,19,0,1,1,0,"p41",1
"717",210,2,18,0,0,0,0,"p41",1
"718",106,1,19,0,1,1,0,"p41",1
"719",266,3,19,0,1,1,0,"p41",1
"720",19,1,19,0,0,1,0,"p41",1
"721",164,2,19,0,1,1,0,"p41",1
"722",44,1,19,0,1,1,0,"p41",1
"723",207,2,18,0,0,1,0,"p41",1
"724",220,2,18,1,0,0,0,"p41",0
"725",157,2,19,0,0,0,0,"p41",1
"726",103,1,19,0,1,0,0,"p41",1
"727",99,1,19,0,1,1,0,"p41",1
"728",22,1,19,0,1,1,0,"p41",1
"729",333,3,19,0,0,0,0,"p41",1
"730",90,1,18,0,0,0,0,"p41",1
"731",262,3,20,1,0,0,1,"p41",1
"732",330,3,18,0,0,0,0,"p41",1
"733",284,3,20,1,0,0,1,"p41",1
"734",77,1,19,0,1,1,0,"p41",1
"735",16,1,21,0,0,0,1,"p41",0
"736",315,3,19,0,0,0,1,"p41",0
"737",119,1,19,0,0,1,0,"p41",1
"738",288,3,19,0,1,1,0,"p41",1
"739",278,3,19,0,1,0,0,"p41",1
"740",38,1,19,0,0,0,0,"p41",1
"741",50,1,19,0,1,1,0,"p41",1
"742",113,1,19,0,0,0,0,"p41",1
"743",218,2,18,0,1,0,0,"p41",1
"744",158,2,19,0,0,0,0,"p41",0
"745",311,3,19,0,0,0,0,"p41",1
"746",134,2,20,0,1,1,1,"p41",1
"747",305,3,18,0,0,0,0,"p41",0
"748",66,1,18,0,1,1,0,"p41",1
"749",69,1,18,0,1,1,0,"p41",1
"750",184,2,18,0,1,1,0,"p41",1
"751",337,3,18,0,0,0,0,"p41",1
"752",161,2,21,0,1,1,0,"p41",1
"753",98,1,19,0,1,0,0,"p41",1
"754",97,1,19,0,0,0,0,"p41",0
"755",154,2,19,0,0,1,0,"p41",1
"756",176,2,19,0,0,1,1,"p41",1
"757",40,1,19,0,1,1,0,"p41",1
"758",290,3,19,0,0,0,0,"p41",1
"759",12,1,20,1,1,0,1,"p41",1
"760",83,1,19,0,0,0,0,"p41",1
"761",275,3,19,0,0,0,0,"p41",0
"762",280,3,19,0,0,0,0,"p41",0
"763",123,2,22,1,1,1,1,"p41",1
"764",86,1,18,0,0,0,0,"p41",1
"765",111,1,21,1,1,1,0,"p41",1
"766",273,3,26,0,1,0,1,"p41",1
"767",30,1,19,0,1,1,0,"p41",1
"768",232,2,19,0,1,1,0,"p41",1
"769",240,3,22,1,1,0,0,"p41",1
"770",314,3,20,0,0,0,1,"p41",1
"771",190,2,18,0,0,1,0,"p41",1
"772",295,3,19,0,1,1,0,"p41",1
"773",323,3,19,0,1,0,1,"p41",1
"774",17,1,20,0,1,1,1,"p41",1
"775",172,2,19,0,1,1,0,"p41",1
"776",247,3,21,0,1,1,0,"p41",1
"777",27,1,19,0,1,1,0,"p41",1
"778",169,2,19,1,0,0,0,"p41",1
"779",56,1,19,0,0,1,0,"p41",1
"780",57,1,18,0,0,1,0,"p41",1
"781",147,2,19,0,0,0,0,"p41",1
"782",188,2,19,0,1,0,0,"p41",1
"783",148,2,19,0,1,1,0,"p41",1
"784",269,3,19,0,0,0,0,"p41",0
"785",47,1,19,0,1,1,0,"p41",1
"786",108,1,20,1,1,1,1,"p41",1
"787",197,2,19,0,0,1,0,"p41",1
"788",120,1,27,1,0,0,0,"p41",1
"789",255,3,20,0,0,0,0,"p41",1
"790",209,2,19,0,1,0,0,"p41",1
"791",182,2,18,0,1,1,0,"p41",1
"792",14,1,20,0,1,0,0,"p41",1
"793",293,3,19,0,1,1,0,"p41",1
"794",88,1,18,0,1,0,0,"p41",1
"795",42,1,19,0,0,0,0,"p41",1
"796",254,3,20,1,1,0,1,"p41",1
"797",55,1,19,0,0,0,0,"p41",1
"798",307,3,18,0,1,1,0,"p41",1
"799",67,1,18,0,1,1,0,"p41",1
"800",159,2,19,0,1,1,0,"p41",1
"801",132,2,20,0,0,0,1,"p41",1
"802",228,2,19,0,0,1,0,"p41",1
"803",71,1,18,0,1,1,0,"p41",1
"804",297,3,19,0,1,1,0,"p41",1
"805",193,2,22,0,0,0,1,"p41",1
"806",5,1,24,0,0,0,1,"p41",0
"807",298,3,18,0,0,1,0,"p41",0
"808",302,3,18,0,1,1,0,"p41",1
"809",192,2,18,0,0,0,0,"p41",1
"810",189,2,18,0,0,1,0,"p41",1
"811",124,2,21,0,0,0,0,"p41",0
"812",112,1,18,0,1,1,0,"p41",1
"813",133,2,22,1,0,0,1,"p41",1
"814",261,3,20,1,1,0,1,"p41",1
"815",216,2,18,0,0,0,0,"p41",1
"816",33,1,19,0,1,0,0,"p41",1
"817",53,1,19,0,0,0,0,"p41",0
"818",248,3,21,0,1,0,1,"p41",1
"819",52,1,19,0,0,0,0,"p41",0
"820",102,1,19,0,1,1,0,"p41",1
"821",81,1,19,0,0,0,0,"p41",1
"822",199,2,19,0,0,0,0,"p41",0
"823",74,1,19,0,1,0,0,"p41",1
"824",322,3,19,0,0,0,0,"p41",0
"825",85,1,21,0,1,0,1,"p41",1
"826",327,3,23,1,0,0,1,"p41",1
"827",75,1,19,0,1,1,0,"p41",1
"828",277,3,19,0,1,1,0,"p41",1
"829",13,1,20,1,1,0,1,"p41",1
"830",225,2,19,0,0,1,0,"p41",1
"831",149,2,21,0,0,0,1,"p41",1
"832",70,1,19,0,1,1,1,"p41",1
"833",229,2,18,0,0,0,0,"p41",0
"834",324,3,18,0,1,1,0,"p41",1
"835",283,3,19,0,1,0,0,"p41",1
"836",221,2,19,0,0,1,0,"p41",1
"837",213,2,19,0,1,1,0,"p51",1
"838",117,1,19,0,1,1,0,"p51",1
"839",336,3,19,0,1,1,0,"p51",1
"840",101,1,19,0,0,1,0,"p51",1
"841",312,3,19,0,1,1,0,"p51",1
"842",23,1,19,0,1,1,0,"p51",1
"843",306,3,19,0,1,1,0,"p51",0
"844",58,1,18,0,1,1,0,"p51",0
"845",3,1,24,1,1,0,1,"p51",1
"846",264,3,19,1,0,0,1,"p51",1
"847",187,2,19,0,0,0,0,"p51",0
"848",251,3,20,0,1,1,0,"p51",0
"849",65,1,19,0,1,1,0,"p51",0
"850",235,3,26,0,0,0,1,"p51",0
"851",72,1,19,0,0,0,0,"p51",0
"852",114,1,19,0,0,0,0,"p51",0
"853",272,3,19,0,1,1,0,"p51",1
"854",233,2,19,0,0,1,0,"p51",0
"855",249,3,20,0,0,0,1,"p51",0
"856",319,3,19,0,1,1,0,"p51",1
"857",63,1,18,0,1,1,0,"p51",1
"858",217,2,19,0,0,1,0,"p51",0
"859",79,1,18,0,1,1,0,"p51",0
"860",73,1,19,0,1,0,0,"p51",1
"861",196,2,19,0,0,0,0,"p51",0
"862",43,1,19,0,0,0,0,"p51",0
"863",104,1,19,0,1,1,0,"p51",1
"864",59,1,18,0,1,0,0,"p51",1
"865",211,2,18,0,1,1,0,"p51",1
"866",151,2,20,1,0,0,1,"p51",1
"867",294,3,20,1,0,0,1,"p51",1
"868",242,3,22,1,0,0,0,"p51",0
"869",287,3,19,0,0,0,0,"p51",0
"870",37,1,19,0,1,0,0,"p51",1
"871",300,3,19,0,1,1,0,"p51",1
"872",183,2,19,0,1,1,0,"p51",1
"873",308,3,19,0,1,1,0,"p51",1
"874",100,1,18,0,1,1,0,"p51",1
"875",11,1,22,1,1,1,0,"p51",1
"876",160,2,19,0,0,0,0,"p51",1
"877",32,1,19,0,0,0,0,"p51",1
"878",203,2,18,0,0,1,0,"p51",1
"879",62,1,19,0,1,1,0,"p51",1
"880",181,2,18,0,0,1,0,"p51",1
"881",318,3,19,0,1,1,0,"p51",0
"882",139,2,21,1,0,1,1,"p51",0
"883",78,1,22,1,1,0,1,"p51",0
"884",129,2,20,1,0,1,1,"p51",1
"885",325,3,19,1,1,1,1,"p51",0
"886",87,1,18,0,1,1,0,"p51",1
"887",92,1,18,0,1,1,0,"p51",1
"888",49,1,19,0,1,1,0,"p51",1
"889",292,3,19,0,0,0,0,"p51",0
"890",18,1,21,1,1,1,1,"p51",1
"891",25,1,19,0,1,1,0,"p51",1
"892",95,1,19,0,1,1,0,"p51",1
"893",110,1,19,0,1,1,0,"p51",1
"894",91,1,18,0,1,1,0,"p51",0
"895",208,2,19,0,0,0,0,"p51",0
"896",167,2,19,0,0,0,0,"p51",1
"897",191,2,18,0,0,1,0,"p51",1
"898",171,2,19,0,0,1,0,"p51",1
"899",195,2,24,0,0,1,0,"p51",1
"900",263,3,21,1,0,0,1,"p51",1
"901",137,2,20,1,0,0,1,"p51",0
"902",226,2,18,0,1,1,0,"p51",0
"903",6,1,21,0,1,0,0,"p51",0
"904",316,3,20,1,1,1,1,"p51",1
"905",68,1,18,0,0,1,0,"p51",1
"906",212,2,19,0,1,1,0,"p51",1
"907",39,1,19,0,1,1,0,"p51",1
"908",286,3,19,0,1,0,0,"p51",1
"909",317,3,19,0,1,1,0,"p51",1
"910",206,2,19,0,1,1,0,"p51",0
"911",36,1,19,0,1,1,0,"p51",0
"912",10,1,20,0,1,1,0,"p51",0
"913",285,3,19,0,1,0,0,"p51",1
"914",331,3,19,1,1,1,1,"p51",1
"915",84,1,22,1,1,0,1,"p51",1
"916",46,1,19,0,1,0,0,"p51",0
"917",289,3,19,0,1,1,0,"p51",1
"918",118,1,18,0,1,1,0,"p51",1
"919",241,3,22,1,0,0,1,"p51",1
"920",198,2,20,1,0,1,1,"p51",1
"921",150,2,20,0,0,0,0,"p51",0
"922",227,2,19,0,0,1,0,"p51",1
"923",200,2,18,0,0,0,0,"p51",1
"924",274,3,19,0,1,1,0,"p51",1
"925",170,2,19,0,1,1,0,"p51",0
"926",210,2,18,0,0,0,0,"p51",0
"927",106,1,19,0,1,1,0,"p51",0
"928",266,3,19,0,1,1,0,"p51",0
"929",19,1,19,0,0,1,0,"p51",1
"930",164,2,19,0,1,1,0,"p51",0
"931",44,1,19,0,1,1,0,"p51",1
"932",207,2,18,0,0,1,0,"p51",1
"933",220,2,18,1,0,0,0,"p51",0
"934",157,2,19,0,0,0,0,"p51",1
"935",103,1,19,0,1,0,0,"p51",1
"936",99,1,19,0,1,1,0,"p51",1
"937",22,1,19,0,1,1,0,"p51",1
"938",333,3,19,0,0,0,0,"p51",0
"939",90,1,18,0,0,0,0,"p51",0
"940",262,3,20,1,0,0,1,"p51",0
"941",330,3,18,0,0,0,0,"p51",1
"942",284,3,20,1,0,0,1,"p51",1
"943",77,1,19,0,1,1,0,"p51",1
"944",16,1,21,0,0,0,1,"p51",0
"945",315,3,19,0,0,0,1,"p51",0
"946",119,1,19,0,0,1,0,"p51",1
"947",288,3,19,0,1,1,0,"p51",0
"948",278,3,19,0,1,0,0,"p51",0
"949",38,1,19,0,0,0,0,"p51",1
"950",50,1,19,0,1,1,0,"p51",1
"951",113,1,19,0,0,0,0,"p51",0
"952",218,2,18,0,1,0,0,"p51",0
"953",158,2,19,0,0,0,0,"p51",0
"954",311,3,19,0,0,0,0,"p51",0
"955",134,2,20,0,1,1,1,"p51",1
"956",305,3,18,0,0,0,0,"p51",0
"957",66,1,18,0,1,1,0,"p51",0
"958",69,1,18,0,1,1,0,"p51",1
"959",184,2,18,0,1,1,0,"p51",1
"960",337,3,18,0,0,0,0,"p51",0
"961",161,2,21,0,1,1,0,"p51",0
"962",98,1,19,0,1,0,0,"p51",1
"963",97,1,19,0,0,0,0,"p51",0
"964",154,2,19,0,0,1,0,"p51",0
"965",176,2,19,0,0,1,1,"p51",1
"966",40,1,19,0,1,1,0,"p51",1
"967",290,3,19,0,0,0,0,"p51",0
"968",12,1,20,1,1,0,1,"p51",1
"969",83,1,19,0,0,0,0,"p51",0
"970",275,3,19,0,0,0,0,"p51",0
"971",280,3,19,0,0,0,0,"p51",0
"972",123,2,22,1,1,1,1,"p51",1
"973",86,1,18,0,0,0,0,"p51",1
"974",111,1,21,1,1,1,0,"p51",0
"975",273,3,26,0,1,0,1,"p51",0
"976",30,1,19,0,1,1,0,"p51",0
"977",232,2,19,0,1,1,0,"p51",0
"978",240,3,22,1,1,0,0,"p51",1
"979",314,3,20,0,0,0,1,"p51",1
"980",190,2,18,0,0,1,0,"p51",0
"981",295,3,19,0,1,1,0,"p51",1
"982",323,3,19,0,1,0,1,"p51",0
"983",17,1,20,0,1,1,1,"p51",1
"984",172,2,19,0,1,1,0,"p51",0
"985",247,3,21,0,1,1,0,"p51",1
"986",27,1,19,0,1,1,0,"p51",1
"987",169,2,19,1,0,0,0,"p51",0
"988",56,1,19,0,0,1,0,"p51",1
"989",57,1,18,0,0,1,0,"p51",1
"990",147,2,19,0,0,0,0,"p51",0
"991",188,2,19,0,1,0,0,"p51",0
"992",148,2,19,0,1,1,0,"p51",1
"993",269,3,19,0,0,0,0,"p51",0
"994",47,1,19,0,1,1,0,"p51",1
"995",108,1,20,1,1,1,1,"p51",0
"996",197,2,19,0,0,1,0,"p51",1
"997",120,1,27,1,0,0,0,"p51",0
"998",255,3,20,0,0,0,0,"p51",0
"999",209,2,19,0,1,0,0,"p51",0
"1000",182,2,18,0,1,1,0,"p51",0
"1001",14,1,20,0,1,0,0,"p51",0
"1002",293,3,19,0,1,1,0,"p51",1
"1003",88,1,18,0,1,0,0,"p51",0
"1004",42,1,19,0,0,0,0,"p51",1
"1005",254,3,20,1,1,0,1,"p51",1
"1006",55,1,19,0,0,0,0,"p51",1
"1007",307,3,18,0,1,1,0,"p51",1
"1008",67,1,18,0,1,1,0,"p51",1
"1009",159,2,19,0,1,1,0,"p51",0
"1010",132,2,20,0,0,0,1,"p51",1
"1011",228,2,19,0,0,1,0,"p51",0
"1012",71,1,18,0,1,1,0,"p51",1
"1013",297,3,19,0,1,1,0,"p51",0
"1014",193,2,22,0,0,0,1,"p51",0
"1015",5,1,24,0,0,0,1,"p51",0
"1016",298,3,18,0,0,1,0,"p51",0
"1017",302,3,18,0,1,1,0,"p51",1
"1018",192,2,18,0,0,0,0,"p51",0
"1019",189,2,18,0,0,1,0,"p51",1
"1020",124,2,21,0,0,0,0,"p51",0
"1021",112,1,18,0,1,1,0,"p51",1
"1022",133,2,22,1,0,0,1,"p51",0
"1023",261,3,20,1,1,0,1,"p51",0
"1024",216,2,18,0,0,0,0,"p51",1
"1025",33,1,19,0,1,0,0,"p51",0
"1026",53,1,19,0,0,0,0,"p51",0
"1027",248,3,21,0,1,0,1,"p51",1
"1028",52,1,19,0,0,0,0,"p51",1
"1029",102,1,19,0,1,1,0,"p51",1
"1030",81,1,19,0,0,0,0,"p51",1
"1031",199,2,19,0,0,0,0,"p51",0
"1032",74,1,19,0,1,0,0,"p51",1
"1033",322,3,19,0,0,0,0,"p51",0
"1034",85,1,21,0,1,0,1,"p51",0
"1035",327,3,23,1,0,0,1,"p51",1
"1036",75,1,19,0,1,1,0,"p51",1
"1037",277,3,19,0,1,1,0,"p51",1
"1038",13,1,20,1,1,0,1,"p51",1
"1039",225,2,19,0,0,1,0,"p51",0
"1040",149,2,21,0,0,0,1,"p51",0
"1041",70,1,19,0,1,1,1,"p51",1
"1042",229,2,18,0,0,0,0,"p51",0
"1043",324,3,18,0,1,1,0,"p51",1
"1044",283,3,19,0,1,0,0,"p51",1
"1045",221,2,19,0,0,1,0,"p51",0
"1046",213,2,19,0,1,1,0,"p61",1
"1047",117,1,19,0,1,1,0,"p61",1
"1048",336,3,19,0,1,1,0,"p61",0
"1049",101,1,19,0,0,1,0,"p61",1
"1050",312,3,19,0,1,1,0,"p61",1
"1051",23,1,19,0,1,1,0,"p61",0
"1052",306,3,19,0,1,1,0,"p61",1
"1053",58,1,18,0,1,1,0,"p61",1
"1054",3,1,24,1,1,0,1,"p61",0
"1055",264,3,19,1,0,0,1,"p61",0
"1056",187,2,19,0,0,0,0,"p61",1
"1057",251,3,20,0,1,1,0,"p61",1
"1058",65,1,19,0,1,1,0,"p61",1
"1059",235,3,26,0,0,0,1,"p61",1
"1060",72,1,19,0,0,0,0,"p61",0
"1061",114,1,19,0,0,0,0,"p61",0
"1062",272,3,19,0,1,1,0,"p61",1
"1063",233,2,19,0,0,1,0,"p61",0
"1064",249,3,20,0,0,0,1,"p61",0
"1065",319,3,19,0,1,1,0,"p61",0
"1066",63,1,18,0,1,1,0,"p61",1
"1067",217,2,19,0,0,1,0,"p61",1
"1068",79,1,18,0,1,1,0,"p61",0
"1069",73,1,19,0,1,0,0,"p61",1
"1070",196,2,19,0,0,0,0,"p61",0
"1071",43,1,19,0,0,0,0,"p61",0
"1072",104,1,19,0,1,1,0,"p61",1
"1073",59,1,18,0,1,0,0,"p61",0
"1074",211,2,18,0,1,1,0,"p61",1
"1075",151,2,20,1,0,0,1,"p61",0
"1076",294,3,20,1,0,0,1,"p61",0
"1077",242,3,22,1,0,0,0,"p61",1
"1078",287,3,19,0,0,0,0,"p61",0
"1079",37,1,19,0,1,0,0,"p61",0
"1080",300,3,19,0,1,1,0,"p61",0
"1081",183,2,19,0,1,1,0,"p61",1
"1082",308,3,19,0,1,1,0,"p61",1
"1083",100,1,18,0,1,1,0,"p61",1
"1084",11,1,22,1,1,1,0,"p61",1
"1085",160,2,19,0,0,0,0,"p61",0
"1086",32,1,19,0,0,0,0,"p61",0
"1087",203,2,18,0,0,1,0,"p61",1
"1088",62,1,19,0,1,1,0,"p61",1
"1089",181,2,18,0,0,1,0,"p61",1
"1090",318,3,19,0,1,1,0,"p61",0
"1091",139,2,21,1,0,1,1,"p61",1
"1092",78,1,22,1,1,0,1,"p61",0
"1093",129,2,20,1,0,1,1,"p61",0
"1094",325,3,19,1,1,1,1,"p61",0
"1095",87,1,18,0,1,1,0,"p61",1
"1096",92,1,18,0,1,1,0,"p61",0
"1097",49,1,19,0,1,1,0,"p61",0
"1098",292,3,19,0,0,0,0,"p61",1
"1099",18,1,21,1,1,1,1,"p61",1
"1100",25,1,19,0,1,1,0,"p61",1
"1101",95,1,19,0,1,1,0,"p61",1
"1102",110,1,19,0,1,1,0,"p61",1
"1103",91,1,18,0,1,1,0,"p61",1
"1104",208,2,19,0,0,0,0,"p61",0
"1105",167,2,19,0,0,0,0,"p61",0
"1106",191,2,18,0,0,1,0,"p61",0
"1107",171,2,19,0,0,1,0,"p61",1
"1108",195,2,24,0,0,1,0,"p61",1
"1109",263,3,21,1,0,0,1,"p61",0
"1110",137,2,20,1,0,0,1,"p61",0
"1111",226,2,18,0,1,1,0,"p61",1
"1112",6,1,21,0,1,0,0,"p61",0
"1113",316,3,20,1,1,1,1,"p61",0
"1114",68,1,18,0,0,1,0,"p61",1
"1115",212,2,19,0,1,1,0,"p61",1
"1116",39,1,19,0,1,1,0,"p61",0
"1117",286,3,19,0,1,0,0,"p61",0
"1118",317,3,19,0,1,1,0,"p61",0
"1119",206,2,19,0,1,1,0,"p61",0
"1120",36,1,19,0,1,1,0,"p61",1
"1121",10,1,20,0,1,1,0,"p61",1
"1122",285,3,19,0,1,0,0,"p61",0
"1123",331,3,19,1,1,1,1,"p61",1
"1124",84,1,22,1,1,0,1,"p61",0
"1125",46,1,19,0,1,0,0,"p61",0
"1126",289,3,19,0,1,1,0,"p61",0
"1127",118,1,18,0,1,1,0,"p61",1
"1128",241,3,22,1,0,0,1,"p61",0
"1129",198,2,20,1,0,1,1,"p61",1
"1130",150,2,20,0,0,0,0,"p61",1
"1131",227,2,19,0,0,1,0,"p61",1
"1132",200,2,18,0,0,0,0,"p61",0
"1133",274,3,19,0,1,1,0,"p61",1
"1134",170,2,19,0,1,1,0,"p61",1
"1135",210,2,18,0,0,0,0,"p61",1
"1136",106,1,19,0,1,1,0,"p61",1
"1137",266,3,19,0,1,1,0,"p61",0
"1138",19,1,19,0,0,1,0,"p61",0
"1139",164,2,19,0,1,1,0,"p61",0
"1140",44,1,19,0,1,1,0,"p61",1
"1141",207,2,18,0,0,1,0,"p61",0
"1142",220,2,18,1,0,0,0,"p61",0
"1143",157,2,19,0,0,0,0,"p61",0
"1144",103,1,19,0,1,0,0,"p61",1
"1145",99,1,19,0,1,1,0,"p61",0
"1146",22,1,19,0,1,1,0,"p61",1
"1147",333,3,19,0,0,0,0,"p61",0
"1148",90,1,18,0,0,0,0,"p61",0
"1149",262,3,20,1,0,0,1,"p61",0
"1150",330,3,18,0,0,0,0,"p61",0
"1151",284,3,20,1,0,0,1,"p61",0
"1152",77,1,19,0,1,1,0,"p61",0
"1153",16,1,21,0,0,0,1,"p61",0
"1154",315,3,19,0,0,0,1,"p61",0
"1155",119,1,19,0,0,1,0,"p61",0
"1156",288,3,19,0,1,1,0,"p61",1
"1157",278,3,19,0,1,0,0,"p61",0
"1158",38,1,19,0,0,0,0,"p61",0
"1159",50,1,19,0,1,1,0,"p61",0
"1160",113,1,19,0,0,0,0,"p61",0
"1161",218,2,18,0,1,0,0,"p61",0
"1162",158,2,19,0,0,0,0,"p61",0
"1163",311,3,19,0,0,0,0,"p61",0
"1164",134,2,20,0,1,1,1,"p61",1
"1165",305,3,18,0,0,0,0,"p61",0
"1166",66,1,18,0,1,1,0,"p61",0
"1167",69,1,18,0,1,1,0,"p61",0
"1168",184,2,18,0,1,1,0,"p61",0
"1169",337,3,18,0,0,0,0,"p61",1
"1170",161,2,21,0,1,1,0,"p61",1
"1171",98,1,19,0,1,0,0,"p61",0
"1172",97,1,19,0,0,0,0,"p61",0
"1173",154,2,19,0,0,1,0,"p61",1
"1174",176,2,19,0,0,1,1,"p61",1
"1175",40,1,19,0,1,1,0,"p61",1
"1176",290,3,19,0,0,0,0,"p61",0
"1177",12,1,20,1,1,0,1,"p61",0
"1178",83,1,19,0,0,0,0,"p61",0
"1179",275,3,19,0,0,0,0,"p61",0
"1180",280,3,19,0,0,0,0,"p61",0
"1181",123,2,22,1,1,1,1,"p61",1
"1182",86,1,18,0,0,0,0,"p61",0
"1183",111,1,21,1,1,1,0,"p61",1
"1184",273,3,26,0,1,0,1,"p61",0
"1185",30,1,19,0,1,1,0,"p61",1
"1186",232,2,19,0,1,1,0,"p61",1
"1187",240,3,22,1,1,0,0,"p61",0
"1188",314,3,20,0,0,0,1,"p61",0
"1189",190,2,18,0,0,1,0,"p61",0
