"","Id","Grupo","Edad","Sexo","MUNICIPIO","DeptoSecc","Dedica_AP1","Dedica_DPyR1","ConPrevio","p11","p21","p31","p41","p51","p61","p71","p81","p91","p101","r11","r21","r31","r41","r51","r61","r71","r81","r91","r101"
"191",248,3,21,"F","CIUDAD DE LA COSTA","CANELONES",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"192",52,1,19,"F","SAN BAUTISTA","CANELONES",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"193",102,1,19,"F","B","MONTEVIDEO",1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
"194",81,1,19,"F","B","MONTEVIDEO",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"195",199,2,19,"F","GUICHON","PAYSANDU",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"196",74,1,19,"F","D","MONTEVIDEO",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",322,3,19,"F",NA,"TACUAREMBO",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",85,1,21,"F","D","MONTEVIDEO",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",327,3,23,"M","C","MONTEVIDEO",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",75,1,19,"F","SAN CARLOS","MALDONADO",1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"201",277,3,19,"F","YOUNG","RIO NEGRO",1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"202",13,1,20,"M","SALINAS","CANELONES",1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"203",225,2,19,"F","D","MONTEVIDEO",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"204",149,2,21,"F","SALINAS","MONTEVIDEO",0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"205",70,1,19,"F","SAN CARLOS","MALDONADO",1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
"206",229,2,18,"F","D","MONTEVIDEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",324,3,18,"F","CH","MONTEVIDEO",1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"208",283,3,19,"F","D","MONTEVIDEO",1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"209",221,2,19,"F","C","MONTEVIDEO",0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
